Order_ID,Order_Date,Customer_ID,Gender,Age,Region,Product_Category,Price,Quantity
104,2023-08-09,1040,Female,50,West,Electronics,1254.03,3
105,2023-03-20,1028,Male,39,East,Electronics,1927.42,4
106,2023-04-19,1014,Female,38,East,Clothing,155.08,2
107,2023-04-21,1044,Male,23,South,Sports,499.66,5
108,2023-12-17,1064,Male,23,North,Sports,302.19,1
109,2023-04-01,1088,Male,21,North,Home,696.25,2
110,2023-01-24,1070,Female,47,South,Sports,120.83,5
111,2023-12-24,1008,Female,28,East,Electronics,1688.5,2
112,2023-11-28,1087,Male,47,West,Electronics,713.23,4
113,2023-08-17,1000,Male,48,South,Sports,471.57,4
114,2023-11-06,1007,Male,41,West,Electronics,893.42,4
115,2023-05-09,1087,Male,26,East,Clothing,149.06,1
116,2023-07-12,1062,Female,20,North,Clothing,116.06,4
117,2023-02-04,1010,Female,48,East,Sports,298.83,5
118,2023-09-09,1080,Male,57,South,Clothing,102.76,2
119,2023-03-23,1007,Male,54,North,Clothing,131.0,3
120,2023-11-10,1034,Female,53,South,Home,625.41,5
121,2023-05-12,1034,Female,41,South,Home,883.28,5
122,2023-01-18,1032,Male,48,East,Clothing,151.71,4
123,2023-01-07,1004,Male,23,South,Sports,266.11,1
124,2023-02-22,1040,Male,19,East,Home,640.81,2
125,2023-05-13,1027,Female,37,North,Electronics,993.68,1
126,2023-12-29,1006,Female,45,East,Electronics,904.79,2
127,2023-12-24,1072,Female,28,North,Electronics,1282.11,2
128,2023-12-24,1071,Male,21,East,Sports,356.49,1
129,2023-03-01,1011,Male,32,West,Clothing,176.42,5
130,2023-05-25,1033,Female,23,West,Electronics,1452.06,2
131,2023-04-22,1032,Female,47,South,Sports,249.63,1
132,2023-04-02,1047,Male,55,East,Home,224.56,2
133,2023-10-01,1022,Female,19,East,Clothing,68.35,3
134,2023-01-07,1061,Female,32,North,Home,618.63,5
135,2023-10-19,1087,Male,28,South,Sports,217.77,4
136,2023-05-21,1036,Female,25,East,Electronics,776.04,2
137,2023-01-15,1098,Male,43,South,Electronics,1764.68,3
138,2023-04-17,1043,Male,22,West,Sports,380.93,4
139,2023-10-20,1085,Male,23,East,Electronics,547.79,4
140,2023-03-06,1090,Male,43,East,Clothing,176.58,2
141,2023-01-08,1034,Male,21,South,Sports,299.52,1
142,2023-06-22,1064,Male,36,East,Home,201.41,2
143,2023-01-13,1098,Male,37,South,Sports,119.91,3
144,2023-01-19,1046,Female,50,East,Clothing,196.71,4
145,2023-04-30,1077,Male,37,North,Clothing,167.97,2
146,2023-09-07,1002,Male,29,South,Sports,369.22,1
147,2023-08-27,1000,Female,18,East,Sports,453.49,2
148,2023-08-04,1004,Female,43,West,Electronics,766.71,5
149,2023-07-19,1089,Female,31,East,Clothing,140.24,1
150,2023-09-02,1013,Male,55,West,Sports,201.71,3
151,2023-09-21,1026,Female,54,West,Sports,138.93,4
152,2023-03-10,1008,Male,28,North,Clothing,95.0,2
153,2023-01-09,1078,Male,53,South,Sports,173.63,1
154,2023-03-08,1014,Male,30,East,Electronics,1227.31,5
155,2023-05-13,1089,Male,20,North,Clothing,195.18,1
156,2023-01-11,1041,Female,50,East,Electronics,870.29,5
157,2023-06-08,1076,Female,23,West,Electronics,1906.59,3
158,2023-05-22,1050,Male,27,South,Electronics,1019.93,4
159,2023-09-27,1062,Male,22,East,Electronics,1882.58,3
160,2023-01-13,1095,Male,40,East,Clothing,67.67,2
161,2023-06-20,1051,Female,27,West,Electronics,1590.49,1
162,2023-05-21,1095,Male,19,East,Electronics,727.64,5
163,2023-06-25,1003,Male,30,East,Sports,202.13,5
164,2023-07-17,1093,Female,57,West,Clothing,104.7,1
165,2023-12-01,1022,Female,19,North,Clothing,74.26,1
166,2023-05-05,1014,Male,37,West,Home,352.19,2
167,2023-12-29,1042,Female,18,North,Clothing,101.51,3
168,2023-02-08,1028,Female,54,South,Clothing,196.86,5
169,2023-11-08,1035,Male,26,North,Home,580.11,2
170,2023-06-15,1012,Female,34,North,Clothing,116.0,3
171,2023-07-18,1031,Male,26,South,Clothing,193.15,2
172,2023-09-13,1070,Female,28,North,Clothing,55.9,5
173,2023-02-06,1058,Male,32,West,Clothing,93.35,1
174,2023-05-06,1085,Male,41,North,Home,241.75,1
175,2023-11-23,1027,Male,55,South,Clothing,70.49,3
176,2023-05-07,1065,Female,52,West,Clothing,59.01,4
177,2023-07-22,1041,Male,47,South,Home,171.29,3
178,2023-11-27,1044,Female,48,South,Sports,294.61,4
179,2023-11-12,1061,Male,22,East,Electronics,765.85,2
180,2023-12-02,1056,Male,31,East,Sports,322.1,2
181,2023-03-14,1005,Female,28,South,Home,149.69,5
182,2023-05-24,1027,Male,26,South,Electronics,621.47,4
183,2023-01-29,1027,Male,51,South,Home,240.27,5
184,2023-10-10,1043,Female,29,East,Home,192.06,1
185,2023-12-18,1083,Male,52,East,Clothing,120.0,4
186,2023-01-10,1029,Male,52,North,Electronics,1981.7,3
187,2023-06-24,1061,Male,18,North,Clothing,90.18,1
188,2023-03-14,1074,Male,57,South,Electronics,543.0,1
189,2023-07-03,1091,Female,39,West,Home,952.47,3
190,2023-03-20,1088,Female,46,West,Home,848.19,1
191,2023-05-20,1061,Male,25,East,Sports,475.87,4
192,2023-01-31,1096,Female,28,East,Electronics,613.05,5
193,2023-11-21,1000,Male,58,East,Clothing,147.75,1
194,2023-10-13,1026,Female,54,South,Sports,371.6,4
195,2023-03-28,1061,Male,31,West,Sports,425.06,2
196,2023-06-30,1076,Male,47,North,Sports,273.4,4
197,2023-03-29,1002,Male,52,South,Clothing,29.1,5
198,2023-10-25,1069,Male,38,North,Sports,350.85,4
199,2023-01-23,1071,Male,54,North,Clothing,126.86,3
200,2023-05-10,1026,Male,22,South,Sports,115.73,5
201,2023-11-29,1008,Female,36,North,Clothing,194.17,2
202,2023-08-26,1061,Male,31,West,Home,361.45,3
203,2023-06-03,1036,Female,43,North,Home,918.1,4
204,2023-07-17,1096,Male,21,West,Home,958.13,5
205,2023-11-24,1050,Female,42,West,Home,625.01,2
206,2023-06-12,1043,Female,59,West,Home,781.1,3
207,2023-04-06,1023,Female,42,East,Sports,63.46,2
208,2023-10-21,1078,Male,35,North,Sports,118.07,4
209,2023-09-21,1058,Male,57,South,Sports,433.78,2
210,2023-06-12,1031,Female,25,South,Clothing,171.32,1
211,2023-04-09,1095,Male,56,North,Clothing,145.94,3
212,2023-03-01,1087,Female,57,East,Clothing,90.11,2
213,2023-02-12,1051,Male,31,East,Clothing,183.4,4
214,2023-01-26,1061,Female,49,West,Home,603.98,4
215,2023-03-05,1057,Female,55,North,Home,288.07,2
216,2023-10-22,1051,Male,50,North,Home,390.98,4
217,2023-09-25,1011,Female,40,South,Electronics,1110.92,5
218,2023-12-04,1038,Male,32,North,Sports,183.74,5
219,2023-04-09,1001,Female,50,East,Clothing,171.34,5
220,2023-03-25,1002,Female,42,North,Clothing,93.79,1
221,2023-01-31,1055,Male,34,South,Home,399.61,2
222,2023-06-09,1080,Male,50,West,Clothing,128.42,1
223,2023-09-15,1058,Male,19,South,Clothing,152.67,4
224,2023-03-29,1001,Female,31,South,Sports,190.98,1
225,2023-05-22,1001,Male,57,West,Home,699.25,4
226,2023-02-28,1091,Female,57,South,Sports,241.88,4
227,2023-05-16,1053,Female,56,South,Electronics,1758.49,3
228,2023-04-11,1086,Male,23,North,Electronics,897.24,5
229,2023-05-29,1095,Male,23,North,Electronics,1540.2,4
230,2023-09-21,1096,Female,20,West,Home,436.14,3
231,2023-09-14,1000,Female,24,North,Clothing,111.73,5
232,2023-12-11,1018,Male,25,North,Home,709.44,4
233,2023-03-02,1001,Male,59,South,Home,687.59,4
234,2023-10-25,1052,Male,32,East,Clothing,127.71,1
235,2023-10-23,1043,Male,46,North,Sports,89.11,1
236,2023-02-20,1089,Male,50,East,Electronics,966.47,5
237,2023-07-10,1031,Female,47,North,Sports,317.8,4
238,2023-01-24,1069,Female,56,North,Electronics,740.64,2
239,2023-04-08,1031,Female,44,West,Home,428.31,1
240,2023-06-09,1067,Female,53,West,Electronics,1903.14,5
241,2023-01-15,1054,Male,46,West,Home,991.86,4
242,2023-04-09,1074,Male,55,East,Sports,121.33,4
243,2023-03-04,1055,Male,50,South,Home,441.21,2
244,2023-11-05,1016,Female,54,North,Sports,334.81,5
245,2023-02-19,1037,Female,44,North,Clothing,25.26,4
246,2023-09-13,1023,Male,50,North,Clothing,181.94,1
247,2023-09-24,1068,Male,21,East,Clothing,116.05,2
248,2023-08-01,1097,Female,39,West,Home,341.97,5
249,2023-04-22,1069,Female,19,South,Clothing,119.81,2
250,2023-06-11,1085,Male,27,East,Electronics,789.55,1
251,2023-10-05,1010,Male,22,West,Sports,145.38,5
252,2023-01-10,1015,Female,27,East,Sports,224.16,2
253,2023-10-06,1096,Male,50,South,Electronics,1608.4,3
254,2023-07-31,1072,Male,55,West,Home,419.47,1
255,2023-04-27,1058,Male,30,East,Home,347.2,1
256,2023-12-19,1069,Female,48,South,Sports,443.96,1
257,2023-02-12,1079,Female,53,North,Clothing,41.47,3
258,2023-09-18,1092,Female,41,South,Home,674.42,3
259,2023-05-15,1002,Female,32,North,Home,222.26,4
260,2023-07-27,1019,Female,46,East,Electronics,1982.01,2
261,2023-04-13,1058,Female,25,West,Electronics,694.74,4
262,2023-04-06,1035,Female,22,West,Clothing,74.12,2
263,2023-08-09,1018,Male,46,East,Home,321.17,3
264,2023-11-16,1089,Male,21,West,Home,130.34,3
265,2023-06-25,1066,Male,29,West,Electronics,1944.58,4
266,2023-07-26,1018,Male,19,North,Home,644.39,5
267,2023-11-03,1019,Male,44,East,Sports,118.25,4
268,2023-03-16,1095,Male,48,South,Electronics,784.17,2
269,2023-05-22,1070,Male,53,North,Clothing,43.91,4
270,2023-02-17,1051,Female,53,East,Electronics,577.21,1
271,2023-11-10,1032,Female,43,North,Home,740.45,2
272,2023-11-12,1039,Male,44,South,Clothing,65.95,2
273,2023-04-19,1038,Male,22,South,Electronics,1338.61,5
274,2023-01-16,1081,Female,37,East,Sports,379.95,3
275,2023-04-30,1000,Male,28,South,Sports,323.99,2
276,2023-10-17,1010,Male,27,North,Electronics,1118.32,3
277,2023-10-19,1091,Female,57,South,Sports,128.23,4
278,2023-09-09,1056,Male,55,North,Sports,389.31,1
279,2023-12-05,1088,Female,23,North,Sports,101.74,5
280,2023-01-01,1049,Male,25,South,Clothing,36.8,3
281,2023-10-09,1022,Female,40,East,Sports,163.22,2
282,2023-10-19,1030,Female,43,West,Sports,109.74,3
283,2023-04-20,1093,Female,29,South,Sports,442.75,2
284,2023-10-09,1041,Male,43,North,Clothing,184.47,3
285,2023-09-20,1098,Female,30,North,Electronics,1957.33,2
286,2023-09-09,1006,Male,57,South,Home,110.28,4
287,2023-12-16,1015,Male,35,East,Sports,227.18,2
288,2023-04-11,1089,Male,42,East,Electronics,784.11,2
289,2023-03-31,1059,Male,50,North,Sports,281.46,1
290,2023-01-15,1001,Female,57,North,Clothing,126.25,2
291,2023-09-12,1000,Female,29,East,Electronics,1442.11,1
292,2023-09-18,1047,Male,53,West,Clothing,164.78,5
293,2023-05-29,1011,Male,21,South,Sports,330.57,1
294,2023-05-07,1068,Female,22,North,Sports,489.38,4
295,2023-12-22,1036,Male,54,North,Clothing,140.04,1
296,2023-04-26,1031,Female,25,East,Home,341.81,5
297,2023-02-08,1008,Male,59,South,Clothing,168.95,4
298,2023-05-16,1098,Male,45,East,Sports,357.72,3
299,2023-01-16,1018,Female,48,South,Clothing,191.95,3
300,2023-03-12,1047,Male,26,South,Home,896.06,1
301,2023-06-17,1079,Female,46,South,Clothing,149.58,1
302,2023-11-27,1002,Male,31,North,Home,306.5,5
303,2023-08-15,1019,Male,57,West,Home,517.27,5
304,2023-04-24,1023,Male,58,East,Clothing,144.01,2
305,2023-05-04,1053,Female,39,West,Clothing,120.78,5
306,2023-07-02,1032,Male,28,East,Electronics,1200.35,2
307,2023-03-09,1023,Male,40,South,Sports,274.21,4
308,2023-02-10,1074,Male,18,North,Home,398.47,1
309,2023-01-26,1071,Male,54,West,Electronics,1922.18,4
310,2023-08-03,1035,Female,38,North,Clothing,145.29,5
311,2023-06-19,1037,Female,43,East,Sports,431.55,4
312,2023-07-04,1083,Male,53,North,Electronics,1936.95,4
313,2023-03-10,1098,Female,40,North,Home,765.47,4
314,2023-10-28,1088,Male,18,West,Electronics,694.38,5
315,2023-11-15,1098,Male,57,South,Home,640.59,4
316,2023-10-18,1024,Male,32,North,Clothing,150.71,2
317,2023-02-28,1092,Female,38,South,Sports,218.62,5
318,2023-04-27,1017,Female,26,East,Sports,144.44,4
319,2023-01-29,1081,Female,26,North,Sports,58.46,5
320,2023-02-11,1065,Female,27,West,Clothing,66.33,3
321,2023-03-10,1053,Female,43,East,Home,452.58,2
322,2023-12-11,1034,Female,58,East,Clothing,72.46,4
323,2023-09-15,1079,Female,52,West,Sports,433.98,3
324,2023-07-31,1060,Female,42,North,Clothing,161.28,3
325,2023-11-05,1040,Female,43,North,Clothing,147.93,5
326,2023-07-12,1099,Male,28,East,Clothing,68.17,3
327,2023-06-30,1032,Female,55,North,Home,881.8,2
328,2023-04-01,1067,Female,19,South,Electronics,1350.88,2
329,2023-01-15,1032,Female,24,West,Electronics,1356.6,1
330,2023-01-13,1013,Female,35,South,Clothing,84.62,2
331,2023-05-28,1020,Female,44,North,Electronics,1613.98,3
332,2023-08-04,1047,Female,51,East,Electronics,1199.26,2
333,2023-09-25,1019,Female,44,West,Clothing,172.68,5
334,2023-07-12,1007,Female,34,North,Clothing,102.33,1
335,2023-05-16,1006,Female,41,North,Sports,360.33,3
336,2023-08-22,1066,Female,42,East,Electronics,1145.92,1
337,2023-09-01,1016,Female,24,East,Home,729.52,3
338,2023-07-07,1032,Male,23,South,Clothing,134.34,5
339,2023-04-19,1047,Male,41,West,Sports,328.05,1
340,2023-09-13,1075,Female,50,West,Home,554.2,4
341,2023-06-14,1058,Female,46,East,Electronics,804.57,3
342,2023-02-17,1085,Male,39,South,Sports,92.13,4
343,2023-11-26,1021,Female,43,West,Clothing,148.41,1
344,2023-07-29,1029,Male,45,East,Home,623.74,4
345,2023-09-05,1037,Male,38,North,Clothing,109.99,4
346,2023-06-12,1050,Male,24,West,Electronics,1746.34,1
347,2023-04-02,1053,Male,34,South,Home,328.82,5
348,2023-09-17,1007,Male,37,South,Electronics,1281.33,4
349,2023-08-21,1026,Female,58,South,Electronics,1594.34,4
350,2023-10-09,1026,Male,37,North,Sports,71.19,5
351,2023-03-01,1097,Female,39,West,Clothing,181.32,4
352,2023-04-10,1020,Female,45,West,Home,861.7,4
353,2023-09-15,1029,Male,57,North,Electronics,1223.04,4
354,2023-04-21,1096,Male,24,West,Electronics,1638.43,2
355,2023-05-31,1027,Female,18,North,Home,392.14,5
356,2023-11-08,1063,Male,49,North,Electronics,625.63,4
357,2023-07-11,1096,Male,30,North,Sports,446.65,5
358,2023-12-23,1068,Female,47,South,Sports,236.3,3
359,2023-08-07,1060,Female,40,West,Sports,402.3,3
360,2023-09-22,1047,Male,36,North,Sports,189.92,4
361,2023-04-15,1018,Female,49,West,Electronics,1890.28,5
362,2023-12-15,1003,Male,47,South,Home,557.08,5
363,2023-04-30,1034,Male,46,North,Home,289.21,5
364,2023-02-07,1063,Male,46,East,Home,590.38,2
365,2023-09-13,1048,Female,47,South,Home,340.24,3
366,2023-11-19,1016,Female,33,East,Clothing,87.39,5
367,2023-03-10,1043,Female,57,West,Home,143.7,5
368,2023-08-23,1091,Female,36,West,Clothing,131.33,2
369,2023-01-03,1029,Female,35,South,Clothing,116.5,2
370,2023-04-01,1092,Male,18,West,Sports,90.06,5
371,2023-08-14,1045,Male,31,East,Clothing,103.02,1
372,2023-09-19,1005,Male,19,North,Electronics,1735.18,5
373,2023-05-30,1098,Male,45,North,Clothing,31.41,5
374,2023-03-04,1036,Female,47,North,Sports,381.45,2
375,2023-01-15,1023,Male,55,South,Clothing,99.88,2
376,2023-02-20,1092,Female,21,West,Electronics,1108.3,5
377,2023-05-09,1045,Male,18,East,Electronics,1513.73,5
378,2023-07-17,1052,Female,25,West,Electronics,1976.33,5
379,2023-05-21,1094,Female,46,West,Sports,119.46,2
380,2023-12-02,1098,Male,56,West,Sports,416.61,5
381,2023-10-19,1059,Male,20,North,Home,974.23,5
382,2023-04-07,1096,Male,49,East,Sports,455.05,4
383,2023-09-23,1062,Male,27,East,Electronics,1359.81,1
384,2023-08-14,1084,Female,27,West,Electronics,1308.08,3
385,2023-03-03,1031,Male,36,North,Sports,490.8,1
386,2023-08-28,1086,Male,51,North,Clothing,73.98,4
387,2023-01-23,1032,Female,50,East,Sports,324.06,3
388,2023-05-28,1066,Male,40,North,Sports,429.81,5
389,2023-12-05,1017,Male,45,North,Electronics,641.72,4
390,2023-06-13,1024,Male,49,North,Home,207.54,5
391,2023-02-24,1094,Male,24,South,Electronics,953.82,2
392,2023-04-23,1053,Male,46,West,Home,686.31,4
393,2023-07-18,1057,Female,25,East,Electronics,672.21,2
394,2023-07-18,1066,Male,18,East,Sports,444.45,4
395,2023-05-18,1045,Male,20,South,Electronics,1917.81,4
396,2023-09-07,1023,Male,41,West,Electronics,787.89,2
397,2023-12-27,1031,Male,40,East,Electronics,1563.75,3
398,2023-05-07,1046,Male,25,North,Sports,391.15,1
399,2023-11-26,1085,Female,54,East,Sports,279.12,5
400,2023-03-16,1022,Male,20,North,Sports,149.22,4
401,2023-04-22,1065,Female,50,South,Sports,473.47,5
402,2023-11-05,1026,Female,45,North,Home,373.44,2
403,2023-01-29,1001,Male,25,East,Home,375.8,5
404,2023-03-11,1089,Male,51,East,Clothing,42.27,2
405,2023-08-08,1016,Male,52,East,Sports,272.75,5
406,2023-11-16,1032,Male,49,South,Home,148.09,1
407,2023-11-27,1008,Female,41,South,Electronics,1224.03,1
408,2023-01-06,1042,Male,31,West,Sports,102.98,1
409,2023-08-01,1047,Male,49,East,Clothing,184.28,1
410,2023-03-29,1038,Male,33,North,Clothing,181.43,1
411,2023-07-11,1092,Male,21,South,Clothing,28.55,1
412,2023-03-11,1041,Male,54,East,Electronics,1373.12,2
413,2023-06-13,1025,Male,38,East,Home,421.16,4
414,2023-07-28,1098,Female,31,South,Electronics,1773.98,5
415,2023-04-22,1049,Female,48,West,Sports,321.43,1
416,2023-08-27,1024,Male,35,South,Clothing,70.95,2
417,2023-04-06,1023,Male,24,South,Electronics,635.72,2
418,2023-09-24,1012,Male,27,North,Electronics,805.2,2
419,2023-12-10,1059,Female,24,North,Home,857.19,4
420,2023-06-14,1006,Male,50,West,Home,425.08,5
421,2023-01-31,1056,Female,40,East,Clothing,94.32,4
422,2023-03-18,1035,Male,38,South,Electronics,1764.35,3
423,2023-07-31,1044,Male,36,West,Electronics,943.13,2
424,2023-07-21,1019,Male,36,North,Home,135.05,3
425,2023-09-19,1064,Male,53,South,Electronics,553.29,1
426,2023-01-02,1007,Female,46,East,Electronics,1291.32,1
427,2023-10-03,1015,Female,35,North,Electronics,1496.83,4
428,2023-12-12,1013,Male,19,North,Home,424.41,5
429,2023-11-13,1075,Male,18,North,Clothing,198.73,3
430,2023-12-27,1086,Female,22,West,Sports,350.67,5
431,2023-03-10,1014,Female,37,East,Clothing,106.09,4
432,2023-02-15,1091,Female,28,South,Sports,355.27,1
433,2023-09-29,1097,Female,59,West,Electronics,1725.23,5
434,2023-07-19,1065,Male,19,West,Clothing,65.65,5
435,2023-04-24,1031,Female,20,West,Sports,340.52,1
436,2023-09-13,1086,Male,40,North,Home,641.05,3
437,2023-03-04,1062,Female,29,East,Home,182.95,1
438,2023-03-28,1085,Female,37,West,Clothing,100.57,5
439,2023-04-14,1050,Female,22,South,Clothing,49.14,3
440,2023-03-24,1024,Female,54,East,Electronics,683.89,3
441,2023-02-25,1057,Female,55,South,Clothing,97.69,1
442,2023-10-02,1062,Male,47,East,Electronics,1143.2,5
443,2023-10-19,1061,Male,26,South,Electronics,1293.98,4
444,2023-03-16,1021,Female,51,North,Home,489.49,5
445,2023-05-23,1057,Female,52,West,Home,726.2,2
446,2023-01-04,1057,Male,39,South,Sports,115.2,4
447,2023-02-16,1085,Female,41,East,Home,258.57,3
448,2023-08-15,1048,Female,34,West,Home,982.08,4
449,2023-12-16,1051,Male,27,West,Clothing,44.48,3
450,2023-05-22,1041,Female,47,East,Home,909.76,3
451,2023-04-05,1069,Female,40,South,Sports,491.39,4
452,2023-07-02,1014,Male,49,North,Clothing,179.89,3
453,2023-02-27,1053,Male,34,North,Sports,274.03,3
454,2023-02-16,1059,Male,34,South,Home,180.39,2
455,2023-09-27,1096,Female,31,West,Sports,378.57,5
456,2023-07-20,1007,Male,26,West,Clothing,123.14,5
457,2023-07-21,1052,Male,57,West,Electronics,1665.38,2
458,2023-07-18,1059,Male,19,West,Sports,458.94,4
459,2023-05-19,1004,Male,42,South,Sports,194.75,1
460,2023-04-11,1067,Male,56,West,Clothing,146.97,1
461,2023-09-03,1005,Male,26,East,Clothing,91.83,1
462,2023-02-08,1095,Female,39,West,Sports,275.3,2
463,2023-09-17,1093,Female,21,North,Home,316.12,2
464,2023-02-27,1046,Male,43,West,Sports,166.17,3
465,2023-05-31,1098,Male,46,South,Clothing,155.53,1
466,2023-07-12,1054,Male,51,North,Electronics,1027.29,4
467,2023-12-16,1039,Female,40,South,Electronics,508.16,4
468,2023-10-10,1051,Female,54,South,Home,406.64,1
469,2023-05-07,1015,Female,28,North,Sports,305.65,1
470,2023-06-24,1012,Female,23,South,Electronics,715.5,1
471,2023-01-24,1029,Female,35,South,Sports,80.94,2
472,2023-04-19,1018,Female,38,West,Clothing,49.09,2
